"Payment from Specific Countries","Thanh Toán từ Các Nước Cụ Thể",module,Magento_Eway
"Sort Order","Thứ tự sắp xếp",module,Magento_Eway
"Transaction has been declined, please, try again later.","Giao dịch đã bị từ chối, vui lòng thử lại sau.",module,Magento_Eway
"Switch/Solo/Maestro Only","Chỉ dùng thẻ Switch/Solo/Maestro",module,Magento_Eway
"Issue Number","Số phát hành",module,Magento_Eway
"Start Date","Ngày bắt đầu",module,Magento_Eway
"The response type is incorrect. Verify the type and try again.","The response type is incorrect. Verify the type and try again.",module,Magento_Eway
"Europe First Priority","Europe ưu tiên hàng đầu",module,Magento_Fedex
"1 Day Freight","1 ngày vận chuyển hàng hóa",module,Magento_Fedex
"2 Day Freight","2 ngày vận chuyển hàng hóa",module,Magento_Fedex
"2 Day","2 ngày",module,Magento_Fedex
"2 Day AM","2 ngày AM",module,Magento_Fedex
"3 Day Freight","3 ngày vận chuyển hàng hóa",module,Magento_Fedex
"Express Saver","Vận chuyển tiết kiệm",module,Magento_Fedex
"Ground","Mặt đất",module,Magento_Fedex
"First Overnight","Lần đầu tiên qua đêm",module,Magento_Fedex
"Home Delivery","Giao hàng tận nhà",module,Magento_Fedex
"International Economy","Kinh tế quốc tế",module,Magento_Fedex
"Intl Economy Freight","Vận chuyển hàng hóa nền kinh tế Intl",module,Magento_Fedex
"International First","Quốc tế đầu tiên",module,Magento_Fedex
"International Ground","Đất quốc tế",module,Magento_Fedex
"International Priority","Quốc tế ưu tiên",module,Magento_Fedex
"Intl Priority Freight","Intl ưu tiên vận chuyển hàng hóa",module,Magento_Fedex
"Priority Overnight","Ưu tiên qua đêm",module,Magento_Fedex
"Smart Post","Bưu cục thông minh",module,Magento_Fedex
"Standard Overnight","Tiêu chuẩn qua đêm",module,Magento_Fedex
"Freight","Vận chuyển hàng hóa",module,Magento_Fedex
"National Freight","Vận chuyển hàng hóa quốc gia",module,Magento_Fedex
"Regular Pickup","Xe bán tải thường xuyên",module,Magento_Fedex
"Request Courier","Yêu cầu chuyển phát nhanh",module,Magento_Fedex
"Drop Box","Thả hộp",module,Magento_Fedex
"Business Service Center","Trung tâm dịch vụ doanh nghiệp",module,Magento_Fedex
"Station","Bến",module,Magento_Fedex
"FedEx Envelope","FedEx phong bì",module,Magento_Fedex
"FedEx Pak","FedEx Pak",module,Magento_Fedex
"FedEx Box","FedEx hộp",module,Magento_Fedex
"FedEx Tube","FedEx ống",module,Magento_Fedex
"FedEx 10kg Box","FedEx hộp 10kg",module,Magento_Fedex
"FedEx 25kg Box","FedEx hộp 25kg",module,Magento_Fedex
"Your Packaging","Bao bì của bạn",module,Magento_Fedex
"Not Required","Không bắt buộc",module,Magento_Fedex
"Adult","Người lớn",module,Magento_Fedex
"Direct","Trực tiếp",module,Magento_Fedex
"Indirect","Gián tiếp",module,Magento_Fedex
"Pounds","Bảng Anh",module,Magento_Fedex
"Kilograms","Kg",module,Magento_Fedex
"Invalid response from carrier","Invalid response from carrier",module,Magento_Fedex
"No available tracking items","No available tracking items",module,Magento_Fedex
"For some reason we can't retrieve tracking info right now.","Vì một số lý do chúng tôi không thể truy xuất thông tin theo dõi ngay bây giờ.",module,Magento_Fedex
"status","trạng thái",module,Magento_Fedex
"Empty response","Không có hồi đáp",module,Magento_Fedex
"None","Không cái nào",module,Magento_Fedex
"Field ","Trường ",module,Magento_Fedex
" is required."," là bắt buộc.",module,Magento_Fedex
"FedEx","FedEx",module,Magento_Fedex
"Enabled for Checkout","Được áp dụng cho thanh toán",module,Magento_Fedex
"Title","Tiêu đề",module,Magento_Fedex
"Account ID","ID tài khoản",module,Magento_Fedex
"Please make sure to use only digits here. No dashes are allowed.","Hãy chắc chắn chỉ sử dụng số ở đây. Dấu gạch ngang không được phép.",module,Magento_Fedex
"Meter Number","Đồng hồ số",module,Magento_Fedex
"Key","Từ khoá",module,Magento_Fedex
"Password","Mật khẩu",module,Magento_Fedex
"Sandbox Mode","Chế độ sandbox",module,Magento_Fedex
"Web-Services URL (Production)","URL Dịch vụ trang web (sản xuất)",module,Magento_Fedex
"Web-Services URL (Sandbox)","Dịch vụ web URL (Sandbox)",module,Magento_Fedex
"Packages Request Type","Loại Gói yêu cầu",module,Magento_Fedex
"Packaging","Bao bì",module,Magento_Fedex
"Dropoff","Thả xuống",module,Magento_Fedex
"Weight Unit","Đơn vị trọng lượng",module,Magento_Fedex
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Gói trọng lượng tối đa (xin vui lòng tham khảo ý kiến của hãng vận chuyển cho hỗ trợ trọng lượng vận chuyển tối đa)",module,Magento_Fedex
"Calculate Handling Fee","Tính toán chi phí xử lý",module,Magento_Fedex
"Handling Applied","Xử lý được áp dụng",module,Magento_Fedex
"Handling Fee","Lệ phí xử lý",module,Magento_Fedex
"Residential Delivery","Khu dân cư phân phối",module,Magento_Fedex
"Allowed Methods","Cho phép các phương pháp",module,Magento_Fedex
"Hub ID","Hub ID",module,Magento_Fedex
"The field is applicable if the Smart Post method is selected.","Các lĩnh vực có thể áp dụng nếu các phương pháp thông minh bài được chọn.",module,Magento_Fedex
"Free Method","Phương pháp miễn phí",module,Magento_Fedex
"Enable Free Shipping Threshold","Cho phép ngưỡng để miễn phí vận chuyển",module,Magento_Fedex
"Free Shipping Amount Threshold","Ngưỡng Miễn phí số tiền vận chuyển",module,Magento_Fedex
"Displayed Error Message","Hiển thị Thông báo lỗi",module,Magento_Fedex
"Ship to Applicable Countries","Vận chuyển đến quốc gia áp dụng",module,Magento_Fedex
"Ship to Specific Countries","Vận chuyển đến quốc gia cụ thể",module,Magento_Fedex
"Debug","Sửa Lỗi",module,Magento_Fedex
"Show Method if Not Applicable","Hiển thị Phương pháp nếu không áp dụng được",module,Magento_Fedex
"Sort Order","Thứ tự sắp xếp",module,Magento_Fedex
"Expected Delivery:","Expected Delivery:",module,Magento_Fedex
"Gift Card Information","Thông tin thẻ quà tặng",module,Magento_GiftCard
"Virtual","Ảo",module,Magento_GiftCard
"Physical","Vật chất",module,Magento_GiftCard
"Combined","Kết hợp",module,Magento_GiftCard
"Add Amount","Thêm số tiền",module,Magento_GiftCard
"All Websites","Tất cả trang Web",module,Magento_GiftCard
"Gift Card Type","Loại thẻ quà tặng",module,Magento_GiftCard
"Gift Card Sender","Người gửi thẻ quà tặng",module,Magento_GiftCard
"Gift Card Recipient","Người nhận thẻ quà tặng",module,Magento_GiftCard
"Gift Card Message","Tín nhắn cho thẻ quà tặng",module,Magento_GiftCard
"Gift Card Lifetime","Quà tặng thẻ trọn đời",module,Magento_GiftCard
"Yes","Có",module,Magento_GiftCard
"No","Không",module,Magento_GiftCard
"Gift Card Is Redeemable","Thẻ quà tặng có thể quy đổi",module,Magento_GiftCard
"We cannot create this gift card.","Chúng tôi không thể tạo thẻ quà này.",module,Magento_GiftCard
"N/A","Không xác định",module,Magento_GiftCard
"Gift Card Accounts","Tài khoản thẻ quà tặng",module,Magento_GiftCard
"Duplicate amount found.","Sao chép lại số tiền được tìm thấy.",module,Magento_GiftCard
"Something went wrong while preparing the gift card.","Có gì đó đã sai khi chuẩn bị thẻ quà tặng.",module,Magento_GiftCard
"Please specify a gift card amount.","Hãy chỉ ra một số lượng thẻ quà tặng.",module,Magento_GiftCard
"Please specify all the required information.","Hãy chỉ ra tất cả thông tin cần thiết.",module,Magento_GiftCard
"Gift Card max amount is %1","Số tiền cho thẻ quà tặng tối đa là %1",module,Magento_GiftCard
"Gift Card min amount is %1","Số tiền trong thẻ quà tặng tối thiểu là %1",module,Magento_GiftCard
"Please specify a recipient name.","Xin vui lòng ghi rõ tên người nhận.",module,Magento_GiftCard
"Please specify a sender name.","Hãy chỉ rõ tên người gửi.",module,Magento_GiftCard
"Please specify a recipient email.","Hãy chỉ định người nhận email.",module,Magento_GiftCard
"Please specify a sender email.","Hãy chỉ định một người gửi email.",module,Magento_GiftCard
"Ordered","Đã đặt hàng",module,Magento_GiftCard
"Invoiced","Đã lập hoá đơn",module,Magento_GiftCard
"Some gift card accounts were not created properly. You can create gift card accounts manually <a href=""%1"">here</a>.","Một số tài khoản thẻ quà tặng đã không được tạo ra đúng cách. Bạn có thể tạo tài khoản thẻ quà tặng thủ công <a href=""%1""> ở đây</a>.",module,Magento_GiftCard
"Amount","Số lượng",module,Magento_GiftCard
"To","Đến",module,Magento_GiftCard
"Treat Balance as Store Credit","Xử lý số dư như thẻ tín dụng",module,Magento_GiftCard
"[GLOBAL]","[Toàn hệ thống]",module,Magento_GiftCard
"Use Config Settings","Sử dụng cấu hình cài đặt",module,Magento_GiftCard
"Lifetime (days)","Trọn đời (ngày)",module,Magento_GiftCard
"Allow Message","Cho phép thông báo",module,Magento_GiftCard
"[STORE VIEW]","[Chế độ xem cửa hàng]",module,Magento_GiftCard
"Email Template","Mẫu email",module,Magento_GiftCard
"All Websites [%1]","Tất cả các trang web [%1]",module,Magento_GiftCard
"%1 [%2]","%1 [%2]",module,Magento_GiftCard
"Availability:","Tính sẵn có:",module,Magento_GiftCard
"Out of stock","Tạm hết hàng",module,Magento_GiftCard
"Choose an Amount...","Chọn một số tiền...",module,Magento_GiftCard
"Other Amount...","Số tiền khác...",module,Magento_GiftCard
"Amount in %1","Số tiền trong %1",module,Magento_GiftCard
"Minimum","Tối thiểu",module,Magento_GiftCard
"Maximum","Tối đa",module,Magento_GiftCard
"Sender Name","Tên người gửi",module,Magento_GiftCard
"Sender Email","Email người gửi",module,Magento_GiftCard
"Recipient Name","Tên người nhận",module,Magento_GiftCard
"Recipient Email","Email người nhận",module,Magento_GiftCard
"Message","Tin nhắn",module,Magento_GiftCard
"Maximum length of the message is %1 characters.","Chiều dài tối đa của thư là %1 ký tự.",module,Magento_GiftCard
"Quantity","Số lượng",module,Magento_GiftCard
"Website","Trang web",module,Magento_GiftCard
"Action","Thao tác",module,Magento_GiftCard
"Delete Amount","Xoá số lượng",module,Magento_GiftCard
"Delete","Xóa bỏ",module,Magento_GiftCard
"From","Từ",module,Magento_GiftCard
"Minimum: %1","Tối thiểu: %1",module,Magento_GiftCard
"Maximum: %1","Tối đa: %1",module,Magento_GiftCard
"Availability","Sẵn có",module,Magento_GiftCard
"In stock","Còn hàng",module,Magento_GiftCard
"You've been sent a gift from %store_name","Bạn đã gửi một món quà từ %store_name",module,Magento_GiftCard
"%name,","%name,",module,Magento_GiftCard
"%sender has sent you a gift card for use at <a href=""%store_url"">%store_name</a> and it is now ready to be used for purchases.","%sender đã gửi cho bạn một thẻ quà tặng cho sử dụng tại <a href=""%store_url""> %store_name</a> và nó đã sẵn sàng để được sử dụng để mua hàng.",module,Magento_GiftCard
"Gift Card Codes:","Mã thẻ quà tặng:",module,Magento_GiftCard
"Gift Card Code:","Mã thẻ quà tặng:",module,Magento_GiftCard
"Each card has a balance of %balance that can be used at <a href=""%store_url"">%store_name</a>.","Mỗi thẻ có một sự cân bằng của %balance có thể được sử dụng tại <a href=""%store_url""> %store_name</a>.",module,Magento_GiftCard
"The card has a balance of %balance that can be used at <a href=""%store_url"">%store_name</a>.","Mỗi thẻ có một sự cân bằng của %balance có thể được sử dụng tại <a href=""%store_url""> %store_name</a>.",module,Magento_GiftCard
"Click on the code(s) above to redeem them into Store Credit.","Bấm vào ở trên để chuộc lại chúng vào tài khoản tín dụng (s).",module,Magento_GiftCard
"Message from %sender_name:","Tin nhắn từ %sender_name:",module,Magento_GiftCard
"Gift Cards","Thẻ quà tặng",module,Magento_GiftCard
"Gift Card Email Settings","Thiết lập Email thẻ quà tặng",module,Magento_GiftCard
"Gift Card Notification Email Sender","Người gửi Email thông báo thẻ quà tặng",module,Magento_GiftCard
"Gift Card Notification Email Template","Mẫu email thông báo thẻ quà tặng",module,Magento_GiftCard
"Gift Card General Settings","Cấu hình chung của thẻ quà tặng",module,Magento_GiftCard
"Redeemable","Có thể chuộc lại",module,Magento_GiftCard
"If empty no expiration.","Nếu bỏ trống, thẻ quà tặng vô thời hạn.",module,Magento_GiftCard
"Allow Gift Message","Cho phép các thông điệp Quà tặng",module,Magento_GiftCard
"Gift Message Maximum Length","Độ dài lời nhắn tối đa",module,Magento_GiftCard
"Generate Gift Card Account when Order Item is","Tạo tài khoản thẻ quà tặng khi sản phẩm đặt hàng là",module,Magento_GiftCard
"Messaging and Lifetime","Nhắn tin và đời sống",module,Magento_GiftCard
"Amount should be specified or Open Amount should be allowed","Amount should be specified or Open Amount should be allowed",module,Magento_GiftCard
"Gift Card Accounts","Tài khoản thẻ quà tặng",module,Magento_GiftCardAccount
"Add Gift Card Account","Thêm tài khoản thẻ quà tặng",module,Magento_GiftCardAccount
"Save","Lưu lại",module,Magento_GiftCardAccount
"Delete","Xóa bỏ",module,Magento_GiftCardAccount
"Save & Send Email","Lưu & gửi Email",module,Magento_GiftCardAccount
"Edit Gift Card Account: %1","Chỉnh sửa tài khoản thẻ quà tặng: %1",module,Magento_GiftCardAccount
"New Gift Card Account","Tài khoản thẻ quà tặng mới",module,Magento_GiftCardAccount
"ID","ID",module,Magento_GiftCardAccount
"Date","Ngày",module,Magento_GiftCardAccount
"Action","Thao tác",module,Magento_GiftCardAccount
"Balance Change","Thay đổi số dư",module,Magento_GiftCardAccount
"Balance","Số dư",module,Magento_GiftCardAccount
"More Information","Chi tiết sản phẩm",module,Magento_GiftCardAccount
"Information","Thông tin",module,Magento_GiftCardAccount
"Gift Card Code","Mã thẻ quà tặng",module,Magento_GiftCardAccount
"Status","Trạng thái",module,Magento_GiftCardAccount
"Active","Kích hoạt",module,Magento_GiftCardAccount
"Yes","Có",module,Magento_GiftCardAccount
"No","Không",module,Magento_GiftCardAccount
"Redeemable","Có thể chuộc lại",module,Magento_GiftCardAccount
"Website","Trang web",module,Magento_GiftCardAccount
"Expiration Date","Ngày hết hạn",module,Magento_GiftCardAccount
"Send Gift Card","Gửi thẻ quà tặng",module,Magento_GiftCardAccount
"Recipient Email","Email người nhận",module,Magento_GiftCardAccount
"Recipient Name","Tên người nhận",module,Magento_GiftCardAccount
"Send Email from the Following Store View","Gửi thư điện tử từ các cửa hàng sau đây",module,Magento_GiftCardAccount
"-- First Please Select a Website --","-Đầu tiên hãy chọn Website--",module,Magento_GiftCardAccount
"Gift Card Account","Tài khoản thẻ quà tặng",module,Magento_GiftCardAccount
"History","Lịch sử",module,Magento_GiftCardAccount
"This gift card account has been deleted.","Tài khoản thẻ quà tặng này đã bị xóa.",module,Magento_GiftCardAccount
"We couldn't find a gift card account to delete.","Chúng tôi không thể tìm thấy một tài khoản thẻ quà để xóa.",module,Magento_GiftCardAccount
"Edit Gift Card Account","Chỉnh sửa tài khoản thẻ quà tặng",module,Magento_GiftCardAccount
"New Account","Tài khoản mới",module,Magento_GiftCardAccount
"New code pool was generated.","Mã mới được tạo.",module,Magento_GiftCardAccount
"We were unable to generate a new code pool.","Chúng tôi đã không thể tạo ra một mã mới.",module,Magento_GiftCardAccount
"Code Pool used: <b>%1%</b> (free <b>%2</b> of <b>%3</b> total). Generate new code pool <a href=""%4"">here</a>.","Ngoài trời được sử dụng mã số: <b>%1%</b> (free <b>%2</b> of <b>%3</b> total). Tạo ra các mã mới <a href=""%4"">here</a>.",module,Magento_GiftCardAccount
"Please select a gift card account(s)","Vui lòng chọn một thẻ quà account(s)",module,Magento_GiftCardAccount
"You deleted a total of %1 records.","Bạn đã xoá tổng số là %1 bản ghi.",module,Magento_GiftCardAccount
"You saved the gift card account.","Bạn lưu tài khoản thẻ quà tặng.",module,Magento_GiftCardAccount
"An email was not sent because the gift card account is not active.","Email không được gửi bởi vì tài khoản thẻ quà tặng là không hoạt động.",module,Magento_GiftCardAccount
"You saved the gift card account, but an email was not sent.","Bạn đã lưu tài khoản thẻ quà tặng, nhưng email không được gửi.",module,Magento_GiftCardAccount
"We will refund the gift card amount to your customer’s store credit","Chúng tôi sẽ hoàn trả lại số lượng thẻ quà tặng vào tài khoản tín dụng",module,Magento_GiftCardAccount
"Please enable Store Credit to refund the gift card amount to your customer","Vui lòng kích hoạt cửa hàng tín dụng hoàn trả lại số lượng thẻ quà tặng cho khách hàng của bạn",module,Magento_GiftCardAccount
"Please correct the gift card code.","Xin vui lòng sửa chính xác mã thẻ quà tặng.",module,Magento_GiftCardAccount
"Gift Card ""%1"" was added.","Quà tặng thẻ ""%1"" được thêm vào.",module,Magento_GiftCardAccount
"We cannot apply this gift card.","Chúng tôi không thể áp dụng thẻ quà tặng này.",module,Magento_GiftCardAccount
"Gift Card ""%1"" was removed.","Thẻ quà tặng ""%1"" đã được gỡ bỏ.",module,Magento_GiftCardAccount
"You can't remove this gift card.","Bạn không thể xoá thẻ quà này.",module,Magento_GiftCardAccount
"You can't redeem a gift card now.","Hiện tại không thể giảm giá gift card này.",module,Magento_GiftCardAccount
"Gift Card ""%1"" was redeemed.","Thẻ quà tặng ""%1"" đã được chuộc lại.",module,Magento_GiftCardAccount
"We cannot redeem this gift card.","Chúng tôi không thể sử dụng thẻ quà tặng này.",module,Magento_GiftCardAccount
"Gift Card","Thẻ quà tặng",module,Magento_GiftCardAccount
"By admin: %1.","Bởi: admin: %1.",module,Magento_GiftCardAccount
"Could not save the gift card account.","Không thể lưu tài khoản thẻ quà tặng.",module,Magento_GiftCardAccount
"Could not delete the gift card account.","Không thể xoá tài khoản thẻ quà tặng.",module,Magento_GiftCardAccount
"The expiration date must be set in the future.","Ngày hết hạn phải được đặt trong tương lai.",module,Magento_GiftCardAccount
"The balance cannot be less than zero.","Số dư không nhỏ hơn 0.",module,Magento_GiftCardAccount
"This gift card account is already in the quote.","Tài khoản thẻ quà tặng này đang được báo giá.",module,Magento_GiftCardAccount
"Please correct the gift card account code: ""%1"".","Xin vui lòng sửa chính xác mã tài khoản thẻ quà tặng: ""%1"".",module,Magento_GiftCardAccount
"This gift card account wasn't found in the quote.","Tài khoản thẻ quà tặng này đã không được tìm thấy trong các trích dẫn.",module,Magento_GiftCardAccount
"Please correct the gift card account ID. Requested code: ""%1""","Hãy sửa lại thẻ quà tặng tài khoản ID. Yêu cầu mã: ""%1""",module,Magento_GiftCardAccount
"Please correct the gift card account website: %1.","Xin vui lòng sửa chính xác trang web tài khoản thẻ quà tặng: %1.",module,Magento_GiftCardAccount
"Gift card account %1 is not enabled.","Tài khoản thẻ quà tặng %1 không được kích hoạt.",module,Magento_GiftCardAccount
"Gift card account %1 is expired.","Tài khoản thẻ quà tặng %1 hết hạn.",module,Magento_GiftCardAccount
"Gift card account %1 has a zero balance.","Tài khoản thẻ quà tặng %1 có số dư bằng 0.",module,Magento_GiftCardAccount
"Gift card account %1 balance is lower than the charged amount.","Số dư tài khoản thẻ %1 là thấp hơn số tiền bị tính phí.",module,Magento_GiftCardAccount
"Available","Có sẵn",module,Magento_GiftCardAccount
"Used","Đã sử dụng",module,Magento_GiftCardAccount
"Redeemed","Được chuộc lại",module,Magento_GiftCardAccount
"Expired","Hết hạn",module,Magento_GiftCardAccount
"Please enter a valid customer ID.","Vui lòng nhập một giá trị khách hàng.",module,Magento_GiftCardAccount
"Gift Card Redeemed: %1. For customer #%2.","Thẻ được chuộc lại: %1. Đối với khách hàng #%2.",module,Magento_GiftCardAccount
"Created","Đã tạo",module,Magento_GiftCardAccount
"Updated","Đã cập nhật",module,Magento_GiftCardAccount
"Sent","Đã gửi",module,Magento_GiftCardAccount
"Order #%1.","Đơn hàng #%1.",module,Magento_GiftCardAccount
"Recipient: %1.","Người nhận: %1.",module,Magento_GiftCardAccount
"Customer #%1.","Khách hàng %1.",module,Magento_GiftCardAccount
"Please assign a gift card account.","Xin vui lòng gán thẻ quà tặng cho tài khoản.",module,Magento_GiftCardAccount
"Unknown history action.","Lịch sử Hành động không rõ.",module,Magento_GiftCardAccount
"We were unable to create full code pool size. Please check settings and try again.","Chúng tôi đã không thể tạo mã đầy đủ hồ bơi kích thước. Xin vui lòng kiểm tra thiết đặt và thử lại.",module,Magento_GiftCardAccount
"No codes left in the pool.","Không có mã số còn lại.",module,Magento_GiftCardAccount
"Cart %1 doesn't contain products","Giỏ hàng %1 không chứa sản phẩm",module,Magento_GiftCardAccount
"Could not delete gift card from quote","Không thể xoá thẻ quà tặng từ các trích dẫn",module,Magento_GiftCardAccount
"Could not add gift card code","Không thể thêm mã thẻ quà tặng",module,Magento_GiftCardAccount
"Please correct the wrong or expired Gift Card Code.","Xin vui lòng sửa chính xác mã thẻ quà tặng sai hoặc đã hết hạn.",module,Magento_GiftCardAccount
"Alphanumeric","Chữ số",module,Magento_GiftCardAccount
"Alphabetical","Bảng chữ cái",module,Magento_GiftCardAccount
"Numeric","Số",module,Magento_GiftCardAccount
"The maximum generated code length is 255. Please correct your settings.","Chiều dài mã tối đa là 255. Xin vui lòng sửa lại cài đặt của bạn.",module,Magento_GiftCardAccount
"Gift Cards","Thẻ quà tặng",module,Magento_GiftCardAccount
"test message","kiểm tra tin nhắn",module,Magento_GiftCardAccount
"Generate","Tạo ra",module,Magento_GiftCardAccount
"Code Pool used: ","Mã Pool được sử dụng: ",module,Magento_GiftCardAccount
" (free "," (miễn phí ",module,Magento_GiftCardAccount
